state_district,round,mean_wage_wtd,n_obs,ln_wage,year,sector
09_34,2017-18,7465.586438020891,5,8.91805926522946,2017,rural
09_34,2018-19,9372.281447603009,13,9.14551182986425,2018,rural
09_34,2019-20,13464.54258520144,10,9.507815034018957,2019,rural
09_34,2020-21,18166.666666666668,3,9.807343691983226,2020,rural
09_34,2021-22,17500,2,9.769956159911606,2021,rural
09_34,2022-23,10402.226303764015,14,9.249775129889867,2022,rural
09_35,2017-18,12751.793855190928,12,9.453427235214804,2017,rural
09_35,2018-19,10777.427389569444,22,9.285209169374697,2018,rural
09_35,2019-20,12427.423374684036,19,9.427660872162978,2019,rural
09_35,2020-21,10358.755514508735,39,9.24558738451583,2020,rural
09_35,2021-22,10752.514037650099,53,9.282894870181345,2021,rural
09_35,2022-23,10442.369832467186,29,9.25362683112411,2022,rural
09_36,2018-19,12500,1,9.433483923290392,2018,rural
09_36,2019-20,12000,2,9.392661928770137,2019,rural
09_36,2020-21,9514.32912823423,10,9.160554270490378,2020,rural
09_36,2021-22,8230.392990844279,24,9.015589043544958,2021,rural
09_36,2022-23,4849.3161491305755,9,8.486592973810806,2022,rural
09_37,2017-18,7722.875864136189,11,8.951942094911168,2017,rural
09_37,2018-19,10084.078143338693,12,9.218713037518036,2018,rural
09_37,2019-20,8902.60340517031,9,9.094099030380214,2019,rural
09_37,2020-21,3500,1,8.160518247477505,2020,rural
09_37,2021-22,11881.763046014701,6,9.382759986452463,2021,rural
09_37,2022-23,12032.433360203046,19,9.395361062845122,2022,rural
09_38,2017-18,7550,4,8.92930284224307,2017,rural
09_38,2018-19,6567.402919753182,5,8.789873739532387,2018,rural
09_38,2019-20,6432.455916472209,8,8.769111690882855,2019,rural
09_38,2020-21,8500,6,9.047821442478408,2020,rural
09_38,2021-22,11085.658488044399,11,9.313407523808365,2021,rural
09_38,2022-23,11330.357207625824,5,9.335240881117816,2022,rural
09_39,2017-18,16247.150761541156,4,9.69567283463311,2017,rural
09_39,2018-19,7406.719749384417,12,8.910142941383414,2018,rural
09_39,2020-21,5000,2,8.517193191416238,2020,rural
09_39,2021-22,7712.954127632902,4,8.950656548507121,2021,rural
09_39,2022-23,16696.60641346774,9,9.722960768980759,2022,rural
09_40,2017-18,6500,1,8.779557455883728,2017,rural
09_40,2018-19,7800.486210549489,3,8.96194134542079,2018,rural
09_40,2019-20,16532.89299544443,12,9.7131071903501809,2019,rural
09_40,2020-21,23665.95374928354,5,10.071792743631919,2020,rural
09_40,2021-22,2750,2,7.919356190660617,2021,rural
09_41,2017-18,8565.251738813617,3,9.05546880189823,2017,rural
09_41,2018-19,8957.61116791981,13,9.100258859698783,2018,rural
09_41,2019-20,6976.831264062457,4,8.850350119049171,2019,rural
09_41,2020-21,6530.217462520054,13,8.784195523786428,2020,rural
09_41,2021-22,9806.428293125657,7,9.190793397896751,2021,rural
09_41,2022-23,15581.228871073856,10,9.65382219122274,2022,rural
09_42,2020-21,12000,1,9.392661928770137,2020,rural
09_42,2021-22,12000,2,9.392661928770137,2021,rural
09_43,2018-19,6250,2,8.740336742730447,2018,rural
09_43,2019-20,6103.973701358457,11,8.716695264527498,2019,rural
09_43,2020-21,5500,4,8.612503371220562,2020,rural
09_43,2021-22,13751.373164808221,20,9.528893964639895,2021,rural
09_43,2022-23,11971.035472366902,15,9.3902453004386,2022,rural
09_44,2017-18,10450.948545732468,16,9.254448023200169,2017,rural
09_44,2018-19,8415.494783750506,23,9.037829902727696,2018,rural
09_44,2019-20,11885.372180143924,36,9.383063694419167,2019,rural
09_44,2020-21,10195.940929887258,43,9.229744972019756,2020,rural
09_44,2021-22,11723.042522587999,23,9.369311630343933,2021,rural
09_44,2022-23,12615.226571188363,28,9.442659821372718,2022,rural
09_45,2017-18,4793.450699645105,8,8.475005827629511,2017,rural
09_45,2018-19,7276.413250344564,6,8.892393334389174,2018,rural
09_45,2019-20,8820.852254810068,10,9.084873771862185,2019,rural
09_45,2020-21,6408.226271462258,13,8.76533779890229,2020,rural
09_45,2021-22,9607.335663034677,13,9.170282217222153,2021,rural
09_45,2022-23,13722.836384214335,11,9.526816613456761,2022,rural
09_46,2017-18,28768.258127117864,11,10.267027909947926,2017,rural
09_46,2018-19,21809.437468354063,9,9.990098066490468,2018,rural
09_46,2019-20,9556.51158660849,11,9.164978042656136,2019,rural
09_46,2020-21,8522.361055370942,13,9.050448700607928,2020,rural
09_46,2021-22,9949.718077798972,5,9.205299495861675,2021,rural
09_46,2022-23,6872.766651873834,12,8.835322019122842,2022,rural
09_47,2018-19,9505.441545833428,4,9.15961970790285,2018,rural
09_47,2019-20,7506.2449334715375,7,8.923490610853417,2019,rural
09_47,2020-21,9000,1,9.104979856318357,2020,rural
09_47,2022-23,6734.911640073467,7,8.815059969244441,2022,rural
09_48,2017-18,9435.149363215294,9,9.152197288436783,2017,rural
09_48,2018-19,8224.379344459292,3,9.014858113146143,2018,rural
09_48,2019-20,10681.745120749041,6,9.276291499984925,2019,rural
09_48,2020-21,8567.558568381926,8,9.055738089836506,2020,rural
09_48,2021-22,4000,1,8.294049640102028,2021,rural
09_48,2022-23,7847.598288769623,5,8.967962813488851,2022,rural
09_49,2017-18,12000,1,9.392661928770137,2017,rural
09_49,2018-19,7730.6863541341145,8,8.952952928601507,2018,rural
09_49,2019-20,10000,1,9.210340371976184,2019,rural
09_49,2020-21,8034.807982236532,6,8.991538380217923,2020,rural
09_49,2021-22,9690.45237526307,11,9.178896388548784,2021,rural
09_49,2022-23,12024.564355966659,13,9.394706866123665,2022,rural
09_50,2019-20,8635.220182567895,9,9.063604489105474,2019,rural
09_50,2020-21,8000,1,8.987196820661973,2020,rural
09_50,2021-22,11310.48616193574,4,9.333485553326538,2021,rural
09_50,2022-23,8000,1,8.987196820661973,2022,rural
09_51,2017-18,9305.263125096792,5,9.138335446494574,2017,rural
09_51,2018-19,13041.9893900488,12,9.475929384431026,2018,rural
09_51,2019-20,14590.000033269673,3,9.588091643797139,2019,rural
09_51,2021-22,6666.666666666667,3,8.804875263868018,2021,rural
09_52,2017-18,13555.350505606059,11,9.514536619629148,2017,rural
09_52,2018-19,10065.17618509995,12,9.21683684264994,2018,rural
09_52,2019-20,8603.504096596154,17,9.059924852347706,2019,rural
09_52,2020-21,11666.668006550424,6,9.364491166650614,2020,rural
09_52,2021-22,9875.55211101596,15,9.197817498182719,2021,rural
09_52,2022-23,10635.889012729513,3,9.271989317251066,2022,rural
09_53,2017-18,30250,2,10.317251463458987,2017,rural
09_53,2018-19,8964.768673085195,19,9.101057582369478,2018,rural
09_53,2019-20,18597.728381620036,5,9.830794722222386,2019,rural
09_53,2020-21,8734.722627384604,9,9.0750614679008,2020,rural
09_53,2021-22,10857.143361716773,3,9.292578516687067,2021,rural
09_54,2020-21,10418.715885134732,6,9.251359072121552,2020,rural
09_54,2021-22,11105.068220731247,9,9.315156879554255,2021,rural
09_54,2022-23,19610.68609824171,4,9.883829905740095,2022,rural
09_55,2017-18,20500,2,9.9281801651265,2017,rural
09_55,2018-19,7526.526323160539,3,8.926188902691711,2018,rural
09_55,2019-20,4399.433729991527,7,8.38923111389489,2019,rural
09_55,2020-21,12134.388226876366,18,9.40379870295303,2020,rural
09_55,2022-23,9373.016175945817,6,9.145590220547389,2022,rural
09_56,2017-18,10808.733092812941,3,9.288109706060435,2017,rural
09_56,2018-19,12256.207255277192,3,9.413787802352829,2018,rural
09_56,2020-21,7917.445453124995,9,8.976823888982684,2020,rural
09_56,2021-22,9000,1,9.104979856318357,2021,rural
09_56,2022-23,9555.555580051205,2,9.164878000462924,2022,rural
09_57,2017-18,8821.982926555791,8,9.085001945337211,2017,rural
09_57,2018-19,9719.218515142551,19,9.181860494545566,2018,rural
09_57,2019-20,11973.922133474773,12,9.390486408497289,2019,rural
09_57,2020-21,9273.70648246896,39,9.134938414943214,2020,rural
09_57,2021-22,13519.906528430969,28,9.511918435995465,2021,rural
09_57,2022-23,14821.947455265457,28,9.603864297454788,2022,rural
09_58,2017-18,5683.333333333333,8,8.645293194043553,2017,rural
09_58,2018-19,2500,1,7.824046010856292,2018,rural
09_58,2020-21,10500,2,9.259130536145614,2020,rural
09_58,2021-22,10500,1,9.259130536145614,2021,rural
09_58,2022-23,14955.553887147658,8,9.612838007298805,2022,rural
09_59,2017-18,3738.9114640555485,3,8.226549795653046,2017,rural
09_59,2018-19,6334.974572520683,10,8.753841078938294,2018,rural
09_59,2019-20,14350.00642389963,5,9.571505668846179,2019,rural
09_59,2022-23,12007.847340415308,29,9.393315660075865,2022,rural
09_60,2017-18,7385.382574637561,6,8.907257997907715,2017,rural
09_60,2018-19,13887.642700764904,9,9.538754709377715,2018,rural
09_60,2019-20,12816.887089777048,10,9.458518884279853,2019,rural
09_60,2020-21,32209.877509270726,6,10.380028439439117,2020,rural
09_60,2021-22,10521.640637651968,9,9.261189428281543,2021,rural
09_60,2022-23,27177.376529093664,19,10.210140160938176,2022,rural
09_61,2017-18,10199.814909202874,5,9.230124852951137,2017,rural
09_61,2018-19,5000,2,8.517193191416238,2018,rural
09_61,2019-20,10249.728121050483,8,9.235006459439203,2019,rural
09_61,2020-21,12317.33760695984,18,9.41876311040264,2020,rural
09_61,2021-22,22517.525593212293,5,10.022049200249338,2021,rural
09_61,2022-23,13715.317072099075,20,9.526268521740933,2022,rural
09_62,2017-18,16000,1,9.680344001221918,2017,rural
09_62,2018-19,14156.692372771198,7,9.557942750467877,2018,rural
09_62,2019-20,13979.696226612317,7,9.54536128641097,2019,rural
09_62,2020-21,25647.43893688522,2,10.152198999098724,2020,rural
09_62,2021-22,15317.868006146284,22,9.636775269520694,2021,rural
09_62,2022-23,8992.218161211855,7,9.104114833539768,2022,rural
09_63,2017-18,16642.424174773652,6,9.719710387344525,2017,rural
09_63,2018-19,19021.730991051543,2,9.85333734095156,2018,rural
09_63,2019-20,13414.694927142406,25,9.504106021426516,2019,rural
09_63,2020-21,16974.354383844428,9,9.739458918351295,2020,rural
09_63,2021-22,17317.264294975503,35,9.759459219004393,2021,rural
09_63,2022-23,16463.566566752295,16,9.708905131606805,2022,rural
09_64,2017-18,4450,2,8.400659375160286,2017,rural
09_64,2018-19,10898.685008158276,22,9.2963974194861,2018,rural
09_64,2019-20,13716.704852884346,9,9.526369701361617,2019,rural
09_64,2020-21,10159.271477410575,10,9.226142013582274,2020,rural
09_64,2021-22,10361.397639936324,27,9.24584241404406,2021,rural
09_64,2022-23,9513.274350081625,8,9.160443402282,2022,rural
09_65,2017-18,5106.448484848484,4,8.538259428814616,2017,rural
09_65,2018-19,10697.378355163997,15,9.277753976893202,2018,rural
09_65,2019-20,8850,1,9.088172738001974,2019,rural
09_65,2021-22,15405.629794137783,4,9.642488292644813,2021,rural
09_65,2022-23,20162.145879019954,11,9.911562158932417,2022,rural
09_66,2017-18,7352.521155571817,21,8.902798547754417,2017,rural
09_66,2018-19,9032.356202184965,40,9.10856854284912,2018,rural
09_66,2019-20,14001.116895391524,18,9.546892383657532,2019,rural
09_66,2020-21,11214.839794140331,42,9.324993161889312,2020,rural
09_66,2021-22,22472.900873613606,43,10.020065456695999,2021,rural
09_66,2022-23,21728.72780360346,37,9.98639052591321,2022,rural
09_67,2018-19,12989.526202564322,4,9.471898634985928,2018,rural
09_67,2019-20,8330,2,9.027618735160889,2019,rural
09_67,2020-21,15500,1,9.648595302907339,2020,rural
09_67,2021-22,15500,2,9.648595302907339,2021,rural
09_68,2018-19,14500,3,9.581903928408666,2018,rural
09_68,2020-21,16523.465494801247,12,9.712536800789481,2020,rural
09_68,2021-22,12896.529484810286,22,9.464713521968864,2021,rural
09_68,2022-23,12500,2,9.433483923290392,2022,rural
09_69,2017-18,15423.076285672756,4,9.643620126939272,2017,rural
09_69,2018-19,6278.094701719294,3,8.744821821983777,2018,rural
09_69,2019-20,13098.28699582148,5,9.480236736961178,2019,rural
09_69,2020-21,10250,1,9.235032984566555,2020,rural
09_69,2021-22,11000,2,9.305650551780507,2021,rural
09_69,2022-23,12000,1,9.392661928770137,2022,rural
09_70,2017-18,9545.691776705267,5,9.163845208830159,2017,rural
09_70,2018-19,10251.978443558552,15,9.235225984824567,2018,rural
09_70,2019-20,5000,2,8.517193191416238,2019,rural
09_70,2020-21,7546.961276293926,10,8.928900281265202,2020,rural
09_70,2021-22,14149.613381994392,13,9.557442579870857,2021,rural
09_70,2022-23,11414.395300785296,12,9.342630583472703,2022,rural
09_71,2017-18,5000,2,8.517193191416238,2017,rural
09_71,2018-19,3500,3,8.160518247477505,2018,rural
09_71,2019-20,9009.591243072056,14,9.10604498254464,2019,rural
09_71,2020-21,8763.69185032114,27,9.078372539248402,2020,rural
09_71,2021-22,11716.321796301867,5,9.36873817396697,2021,rural
09_71,2022-23,10186.40006931687,3,9.228808783064071,2022,rural
10_01,2017-18,16750.618553318094,5,9.726190465127674,2017,rural
10_01,2018-19,14889.125711682502,5,9.608386407478855,2018,rural
10_01,2019-20,15600,5,9.655026193237628,2019,rural
10_01,2020-21,10895.647316155637,9,9.2961186596712,2020,rural
10_01,2021-22,10830.591103429177,25,9.290129918692958,2021,rural
10_01,2022-23,14274.075648611777,28,9.566200279265587,2022,rural
10_02,2017-18,25000,1,10.126631103850338,2017,rural
10_02,2018-19,15045.802704554571,27,9.618854341217137,2018,rural
10_02,2019-20,10412.671519272732,12,9.250778758778587,2019,rural
10_02,2020-21,13446.490116803063,11,9.50647339311605,2020,rural
10_02,2021-22,11343.471632081872,5,9.33639767082556,2021,rural
10_02,2022-23,12062.806843288363,34,9.397882183109271,2022,rural
10_04,2017-18,6404.705889799931,4,8.764788294431868,2017,rural
10_04,2018-19,5000,2,8.517193191416238,2018,rural
10_04,2019-20,8000,3,8.987196820661973,2019,rural
10_04,2020-21,8000,3,8.987196820661973,2020,rural
10_04,2021-22,9781.131736830836,17,9.188210475846232,2021,rural
10_04,2022-23,12250,4,9.413281215972873,2022,rural
10_05,2017-18,5500,2,8.612503371220562,2017,rural
10_05,2018-19,7011.723261544124,5,8.85533877885388,2018,rural
10_05,2019-20,7906.188657513984,3,8.975401106146423,2019,rural
10_05,2020-21,5718.446834708182,5,8.651452515108573,2020,rural
10_05,2021-22,5347.826415575132,3,8.584445479874411,2021,rural
10_05,2022-23,7257.406590834101,7,8.8897778251076,2022,rural
10_06,2018-19,11000,6,9.305650551780507,2018,rural
10_06,2019-20,5000,1,8.517193191416238,2019,rural
10_06,2020-21,9952.390162998932,8,9.205568018691888,2020,rural
10_07,2017-18,9000,2,9.104979856318357,2017,rural
10_07,2018-19,16977.27983132818,10,9.739631248641638,2018,rural
10_07,2019-20,14468.008237720007,13,9.579695162446999,2019,rural
10_07,2020-21,12568.97337484648,8,9.438986625603434,2020,rural
10_07,2021-22,8376.81164169407,6,9.033222648726616,2021,rural
10_07,2022-23,12701.879897892599,9,9.449505284948401,2022,rural
10_08,2018-19,11198.920867934177,8,9.323572701563817,2018,rural
10_08,2019-20,10437.740893379652,6,9.253183448498017,2019,rural
10_08,2020-21,8525.992154950698,8,9.050874677192278,2020,rural
10_08,2021-22,8183.003611814994,11,9.009814551907585,2021,rural
10_08,2022-23,9000,2,9.104979856318357,2022,rural
10_09,2017-18,10577.319453579326,7,9.26646731353617,2017,rural
10_09,2018-19,12289.119938730662,19,9.4164695920816,2018,rural
10_09,2019-20,11674.461596395477,25,9.365158965533295,2019,rural
10_09,2020-21,17727.460933607923,26,9.782870181458783,2020,rural
10_09,2021-22,13485.649131269452,18,9.509381371698876,2021,rural
10_09,2022-23,15672.532660538527,26,9.659664947085242,2022,rural
10_10,2018-19,7039.569100159212,4,8.859302239915094,2018,rural
10_10,2019-20,10654.241735246334,19,9.27371337684281,2019,rural
10_10,2020-21,11370.02050403458,18,9.338735390088125,2020,rural
10_10,2021-22,10875.411918710188,17,9.294259732822093,2021,rural
10_10,2022-23,16233.563092433456,33,9.694836173840406,2022,rural
10_11,2018-19,26666.666666666668,3,10.191169624987909,2018,rural
10_11,2019-20,12317.542967190788,11,9.418779782716543,2019,rural
10_11,2020-21,10933.977260164984,9,9.299630399716637,2020,rural
10_11,2021-22,10092.823008539895,14,9.219579857024454,2021,rural
10_11,2022-23,10000,5,9.210340371976184,2022,rural
10_12,2017-18,8000,1,8.987196820661973,2017,rural
10_12,2018-19,8000,1,8.987196820661973,2018,rural
10_12,2019-20,9207.017552149917,12,9.127721249677895,2019,rural
10_12,2020-21,20000,1,9.903487552536127,2020,rural
10_12,2021-22,20000,2,9.903487552536127,2021,rural
10_12,2022-23,26500,2,10.184900011974314,2022,rural
10_13,2017-18,5569.4348553962045,12,8.625048865546797,2017,rural
10_13,2018-19,5247.93732467482,11,8.56559038784583,2018,rural
10_13,2019-20,6641.562800197911,3,8.801102576252902,2019,rural
10_13,2020-21,7823.999577093368,5,8.964951157662169,2020,rural
10_13,2021-22,7451.981173972751,6,8.916235205412967,2021,rural
10_13,2022-23,9443.64532433698,7,9.153097341839116,2022,rural
10_14,2017-18,16114.736455988024,21,9.687489440159126,2017,rural
10_14,2018-19,15676.675705243806,25,9.659929262833256,2018,rural
10_14,2019-20,9543.032396083245,14,9.163566575159814,2019,rural
10_14,2020-21,11597.253356028612,23,9.358523569405023,2020,rural
10_14,2021-22,10999.829039241562,28,9.305635009772601,2021,rural
10_14,2022-23,20980.037142487796,23,9.951326652324688,2022,rural
10_15,2021-22,16000,3,9.680344001221918,2021,rural
10_15,2022-23,18197.113703553743,11,9.809018272771699,2022,rural
10_16,2017-18,5666.666666666667,3,8.642356334370243,2017,rural
10_16,2018-19,30000,3,10.308952660644293,2018,rural
10_16,2019-20,15000,2,9.615805480084347,2019,rural
10_16,2020-21,30000,2,10.308952660644293,2020,rural
10_16,2021-22,19426.00736489688,9,9.874368033087958,2021,rural
10_16,2022-23,21643.89069326905,5,9.982478508540535,2022,rural
10_17,2017-18,7375,4,8.905851181208021,2017,rural
10_17,2018-19,9500,2,9.159047077588632,2018,rural
10_17,2019-20,8550.233815677679,14,9.053713908419773,2019,rural
10_17,2020-21,11436.198421360912,16,9.344538903882878,2020,rural
10_17,2021-22,24832.204975132514,12,10.119896677424252,2021,rural
10_17,2022-23,14179.317479656145,9,9.559539666322358,2022,rural
10_18,2017-18,15187.51298321678,10,9.628228854944549,2017,rural
10_18,2018-19,20000,2,9.903487552536127,2018,rural
10_18,2019-20,12878.899906721852,14,9.46334558504182,2019,rural
10_18,2020-21,9971.125120226045,12,9.207448707163065,2020,rural
10_18,2021-22,12289.395960505379,11,9.416492052491812,2021,rural
10_18,2022-23,18715.86296298303,15,9.837126730041318,2022,rural
10_19,2018-19,20000,2,9.903487552536127,2018,rural
10_19,2019-20,11766.320338418784,2,9.372996520824548,2019,rural
10_19,2020-21,12000,2,9.392661928770137,2020,rural
10_20,2017-18,2000,2,7.600902459542082,2017,rural
10_20,2018-19,3740.235991623258,19,8.226903987782404,2018,rural
10_20,2019-20,6000,3,8.699514748210191,2019,rural
10_20,2020-21,7333.333333333333,3,8.900185443672344,2020,rural
10_20,2021-22,6089.290511879654,6,8.71428685340486,2021,rural
10_20,2022-23,9884.871128162315,12,9.198760698409194,2022,rural
10_21,2017-18,8000,2,8.987196820661973,2017,rural
10_21,2018-19,10000,1,9.210340371976184,2018,rural
10_21,2021-22,13750,2,9.528794103094718,2021,rural
10_21,2022-23,12862.684506486994,5,9.46208572456708,2022,rural
10_22,2017-18,5500,2,8.612503371220562,2017,rural
10_22,2018-19,12541.890567719533,13,9.436829565799355,2018,rural
10_22,2019-20,12763.770001986948,12,9.454365967961808,2019,rural
10_22,2020-21,14000.413821105438,15,9.546842166810936,2020,rural
10_22,2021-22,12123.71611170817,20,9.402918822505015,2021,rural
10_22,2022-23,12078.322319010966,39,9.399167580967388,2022,rural
10_23,2017-18,9222.222316277053,2,9.129371319641232,2017,rural
10_23,2018-19,12666.666666666666,3,9.446729150040413,2018,rural
10_23,2019-20,17500,4,9.769956159911606,2019,rural
10_23,2020-21,26275.58892436715,5,10.17639560936141,2020,rural
10_23,2021-22,8285.026022081542,6,9.022205070722544,2021,rural
10_23,2022-23,3000,1,8.006367567650246,2022,rural
10_24,2017-18,9500,2,9.159047077588632,2017,rural
10_24,2019-20,6284.947073189281,15,8.745912699857511,2019,rural
10_24,2020-21,9686.341968135554,23,9.17847212774317,2020,rural
10_24,2021-22,12737.40886393355,7,9.452298522563956,2021,rural
10_24,2022-23,8500,2,9.047821442478408,2022,rural
10_25,2017-18,7321.814121814122,2,8.898613407099289,2017,rural
10_25,2018-19,10932.455365001872,18,9.299491200498213,2018,rural
10_25,2019-20,22988.242402162887,8,10.042738164298106,2019,rural
10_25,2021-22,15116.28160191052,4,9.623527693689248,2021,rural
10_25,2022-23,16815.8262332085,4,9.730075759643295,2022,rural
10_26,2018-19,14904.476940663515,6,9.60941691261908,2018,rural
10_26,2019-20,10000,1,9.210340371976184,2019,rural
10_26,2022-23,20000,3,9.903487552536127,2022,rural
10_27,2018-19,14935.944218005143,5,9.61152595048006,2018,rural
10_27,2019-20,7353.777595529993,4,8.90296941875092,2019,rural
10_27,2020-21,10084.9409039079,13,9.218798590570241,2020,rural
10_27,2021-22,14610.60845013078,16,9.589503150019306,2021,rural
10_27,2022-23,16337.388461737279,18,9.70121153077756,2022,rural
10_28,2017-18,11414.415829288286,20,9.342632381945945,2017,rural
10_28,2018-19,13035.736555235422,85,9.475449830734792,2018,rural
10_28,2019-20,13760.31756143611,96,9.529544189813768,2019,rural
10_28,2020-21,11243.423861568015,73,9.327538691080758,2020,rural
10_28,2021-22,17167.440632753198,90,9.7507698823705,2021,rural
10_28,2022-23,17354.007760452576,72,9.76157875353857,2022,rural
10_29,2017-18,7035.197375182075,16,8.858681025328636,2017,rural
10_29,2018-19,13140.742932629328,35,9.483472830214211,2018,rural
10_29,2019-20,15135.708788668226,15,9.624812051457278,2019,rural
10_29,2020-21,14388.373882981357,39,9.57417579022861,2020,rural
10_29,2021-22,23953.77432344785,19,10.08388118221601,2021,rural
10_29,2022-23,19651.083347993812,20,9.885887747991108,2022,rural
10_30,2017-18,9190.476308369944,13,9.125923042991417,2017,rural
10_30,2018-19,7111.627184545831,6,8.869486355199067,2018,rural
10_30,2019-20,8962.746091746167,6,9.10083194246633,2019,rural
10_30,2020-21,10102.507848342007,6,9.220538973823597,2020,rural
10_30,2021-22,12676.609516189936,4,9.447513803923492,2021,rural
10_30,2022-23,14865.537114863353,12,9.606800867632659,2022,rural
10_31,2018-19,13071.431472184291,6,9.478184324124014,2018,rural
10_31,2019-20,8195.383240805688,11,9.011326255283459,2019,rural
10_31,2022-23,22000,1,9.998797732340453,2022,rural
10_32,2017-18,11500,2,9.350102314351341,2017,rural
10_32,2018-19,7984.675431174618,24,8.985279412506097,2018,rural
10_32,2019-20,16654.065580683477,30,9.720409644621773,2019,rural
10_32,2020-21,8096.463392345339,12,8.999182627086066,2020,rural
10_32,2021-22,13940.09955912468,10,9.542524826263522,2021,rural
10_32,2022-23,13836.99429973004,23,9.535101030710786,2022,rural
10_33,2017-18,8125,6,9.002701007197938,2017,rural
10_33,2018-19,11587.143882257235,8,9.35765147647906,2018,rural
10_33,2019-20,6136.98999450523,7,8.722089672031768,2019,rural
10_33,2020-21,6648.814895711353,8,8.802193906597177,2020,rural
10_33,2021-22,15594.068298134807,10,9.654645883630046,2021,rural
10_33,2022-23,14631.250785717724,12,9.590914984940559,2022,rural
10_34,2017-18,12156.672161049413,26,9.405633447099094,2017,rural
10_34,2018-19,10737.985965279577,26,9.28154282396728,2018,rural
10_34,2019-20,14616.756494402283,15,9.589923854682477,2019,rural
10_34,2020-21,12981.64417004625,36,9.471291651731267,2020,rural
10_34,2021-22,13199.208362074733,25,9.48791213420594,2021,rural
10_34,2022-23,33472.203056345,14,10.418470613860096,2022,rural
10_35,2017-18,7120.973033613987,8,8.870799657093054,2017,rural
10_35,2018-19,6076.762046732323,10,8.712227274997542,2018,rural
10_35,2020-21,9573.0495524477,16,9.166707091204522,2020,rural
10_35,2021-22,8969.932155987446,10,9.101633391589171,2021,rural
10_35,2022-23,11186.957013697644,19,9.322503826316767,2022,rural
10_36,2019-20,9578.514741865905,11,9.167277821561852,2019,rural
10_36,2020-21,10000,1,9.210340371976184,2020,rural
10_36,2021-22,6333.333333333333,3,8.753581969480468,2021,rural
10_37,2019-20,5882.306137370436,6,8.679704164235332,2019,rural
10_37,2020-21,11056.31781036927,7,9.310757291105276,2020,rural
10_37,2021-22,14622.60738887665,11,9.590324061374785,2021,rural
10_37,2022-23,7681.047476783976,7,8.946511207047665,2022,rural
10_38,2019-20,10000,2,9.210340371976184,2019,rural
10_38,2020-21,12000,1,9.392661928770137,2020,rural
10_38,2021-22,8000,4,8.987196820661973,2021,rural
10_38,2022-23,7500,2,8.922658299524402,2022,rural
11_01,2018-19,17395.342066957786,4,9.763957752064025,2018,rural
11_01,2019-20,21753.339430898886,9,9.987522561784045,2019,rural
11_01,2020-21,8781.079730732503,11,9.080354655233647,2020,rural
11_01,2021-22,9961.897953522119,5,9.206522890007395,2021,rural
11_02,2017-18,12333.333333333334,3,9.420060902958252,2017,rural
11_02,2018-19,14886.362045486363,4,9.608200773831031,2018,rural
11_02,2019-20,15990.903363750907,2,9.679775299776333,2019,rural
11_02,2020-21,17000,1,9.740968623038354,2020,rural
11_02,2021-22,16000,1,9.680344001221918,2021,rural
11_03,2017-18,8000,3,8.987196820661973,2017,rural
11_03,2018-19,13159.82547534822,10,9.484923943039716,2018,rural
11_03,2019-20,14966.721311904033,10,9.613584436185016,2019,rural
11_03,2020-21,15566.666666666666,3,9.652887154988878,2020,rural
11_03,2021-22,23308.941167198645,7,10.0565923070255,2021,rural
11_03,2022-23,36176.39026982046,14,10.49616198254615,2022,rural
11_04,2017-18,13679.21010234449,23,9.523632448452773,2017,rural
11_04,2018-19,14703.269523179784,55,9.595825164578779,2018,rural
11_04,2019-20,16111.266512496864,31,9.687274089623227,2019,rural
11_04,2020-21,19097.181054658053,31,9.85729601438107,2020,rural
11_04,2021-22,17740.340763405755,26,9.783596464439274,2021,rural
11_04,2022-23,21932.468509237446,58,9.995723398197903,2022,rural
12_01,2020-21,18500,3,9.825526011066415,2020,rural
12_02,2019-20,9888.536918869644,7,9.199131478270774,2019,rural
12_02,2020-21,20274.309565277075,4,9.917109824903266,2020,rural
12_02,2021-22,13743.464250665209,11,9.528318662866573,2021,rural
12_02,2022-23,16240,1,9.69523261371567,2022,rural
12_03,2022-23,7825.692261870363,8,8.965167479465947,2022,rural
12_04,2018-19,16659.990661327007,9,9.720765355176079,2018,rural
12_04,2019-20,8000,3,8.987196820661973,2019,rural
12_04,2020-21,15705.530059077206,8,9.66176816237914,2020,rural
12_04,2021-22,12158.882737836226,11,9.40581527118677,2021,rural
12_04,2022-23,15133.333333333334,3,9.62465509536133,2022,rural
12_05,2017-18,15000,1,9.615805480084347,2017,rural
12_05,2018-19,13500,3,9.51044496442652,2018,rural
12_05,2019-20,10125,4,9.22276289197474,2019,rural
12_05,2021-22,18000,1,9.798127036878302,2021,rural
12_05,2022-23,18721.35682644551,4,9.837420227450197,2022,rural
12_06,2018-19,9778.841041998936,6,9.18797625314375,2018,rural
12_06,2019-20,12084.054184128134,18,9.399642026452826,2019,rural
12_06,2020-21,10244.600704890401,14,9.234506085281005,2020,rural
12_06,2021-22,30000,2,10.308952660644293,2021,rural
12_06,2022-23,18142.65255438539,7,9.806020939791896,2022,rural
12_07,2018-19,24500,2,10.106428396532818,2018,rural
12_07,2019-20,12231.80834233678,13,9.411795078939447,2019,rural
12_07,2020-21,12061.632784769281,6,9.397784849572151,2020,rural
12_07,2021-22,14812.425943767328,14,9.6032216982881,2021,rural
12_07,2022-23,14226.316468603656,5,9.562848800835683,2022,rural
